driver,prev5_avg,prev5_points,points_behind_leader,percent_of_max,position,race_number,future_results
L. HamiltonFerrari,0.3565891472868217,"[6.0, 10.0, 12.0, 10.0, 8.0]",0.28132387706855794,0.398989898989899,0.25,0.391304347826087,12.0
A. AntonelliMercedes,0.13953488372093023,"[8.0, 10.0, 0.0, 0.0, 0.0]",0.3191489361702128,0.3181818181818182,0.3,0.391304347826087,0.0
A. AlbonWilliams,0.18604651162790697,"[2.0, 10.0, 10.0, 2.0, 0.0]",0.36879432624113473,0.21212121212121213,0.35,0.391304347826087,0.0
C. SainzWilliams,0.08527131782945736,"[4.0, 2.0, 4.0, 1.0, 0.0]",0.4373522458628842,0.06565656565656566,0.6,0.391304347826087,0.0
F. AlonsoAston Martin Racing,0.015503875968992248,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.4491725768321513,0.04040404040404041,0.75,0.391304347826087,6.0
N. HulkenbergSauber,0.07751937984496124,"[0.0, 0.0, 0.0, 0.0, 10.0]",0.42080378250591016,0.10101010101010101,0.5,0.391304347826087,2.0
I. HadjarRed Bull Racing,0.1317829457364341,"[1.0, 0.0, 2.0, 8.0, 6.0]",0.41843971631205673,0.10606060606060606,0.45,0.391304347826087,0.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.45390070921985815,0.030303030303030304,0.8,0.391304347826087,0.0
L. LawsonRacing Bulls,0.031007751937984496,"[0.0, 0.0, 0.0, 4.0, 0.0]",0.458628841607565,0.020202020202020204,0.85,0.391304347826087,8.0
E. OconHaas F1 Team,0.046511627906976744,"[0.0, 0.0, 0.0, 6.0, 0.0]",0.4160756501182033,0.1111111111111111,0.4,0.391304347826087,1.0
L. StrollAston Martin Racing,0.031007751937984496,"[0.0, 4.0, 0.0, 0.0, 0.0]",0.43498817966903075,0.0707070707070707,0.55,0.391304347826087,0.0
Y. TsunodaRed Bull Racing,0.03875968992248062,"[0.0, 4.0, 1.0, 0.0, 0.0]",0.4444444444444444,0.050505050505050504,0.7,0.391304347826087,0.0
P. GaslyAlpine,0.03875968992248062,"[0.0, 1.0, 0.0, 0.0, 4.0]",0.44208037825059104,0.05555555555555555,0.65,0.391304347826087,0.0
G. BortoletoSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46808510638297873,0.0,0.9,0.391304347826087,4.0
F. ColapintoAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46808510638297873,0.0,0.95,0.391304347826087,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.46808510638297873,0.0,1.0,0.391304347826087,0.0
L. NorrisMcLaren,0.6744186046511628,"[26.0, 18.0, 25.0, 18.0, 0.0]",0.03546099290780142,0.9305555555555556,0.05,0.43478260869565216,25.0
M. VerstappenRed Bull Racing,0.5271317829457364,"[12.0, 25.0, 12.0, 1.0, 18.0]",0.14420803782505912,0.7175925925925926,0.1,0.43478260869565216,10.0
O. PiastriMcLaren,0.7674418604651163,"[32.0, 15.0, 15.0, 25.0, 12.0]",0.0,1.0,0.0,0.43478260869565216,18.0
G. RussellMercedes,0.4883720930232558,"[20.0, 6.0, 0.0, 12.0, 25.0]",0.16548463356973994,0.6759259259259259,0.15,0.43478260869565216,1.0
C. LeclercFerrari,0.4418604651162791,"[6.0, 8.0, 18.0, 15.0, 10.0]",0.2293144208037825,0.5509259259259259,0.2,0.43478260869565216,0.0
L. HamiltonFerrari,0.37209302325581395,"[10.0, 12.0, 10.0, 8.0, 8.0]",0.29550827423167847,0.4212962962962963,0.25,0.43478260869565216,12.0
A. AntonelliMercedes,0.19379844961240308,"[10.0, 0.0, 0.0, 0.0, 15.0]",0.3617021276595745,0.2916666666666667,0.3,0.43478260869565216,0.0
A. AlbonWilliams,0.17054263565891473,"[10.0, 10.0, 2.0, 0.0, 0.0]",0.41134751773049644,0.19444444444444445,0.35,0.43478260869565216,4.0
C. SainzWilliams,0.06201550387596899,"[2.0, 4.0, 1.0, 0.0, 1.0]",0.4799054373522459,0.06018518518518518,0.65,0.43478260869565216,0.0
F. AlonsoAston Martin Racing,0.06201550387596899,"[0.0, 0.0, 0.0, 2.0, 6.0]",0.47754137115839246,0.06481481481481481,0.55,0.43478260869565216,2.0
N. HulkenbergSauber,0.10852713178294572,"[0.0, 0.0, 0.0, 10.0, 4.0]",0.458628841607565,0.10185185185185185,0.45,0.43478260869565216,15.0
I. HadjarRed Bull Racing,0.12403100775193798,"[0.0, 2.0, 8.0, 6.0, 0.0]",0.46099290780141844,0.09722222222222222,0.5,0.43478260869565216,0.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.49645390070921985,0.027777777777777776,0.85,0.43478260869565216,0.0
L. LawsonRacing Bulls,0.031007751937984496,"[0.0, 0.0, 4.0, 0.0, 0.0]",0.48226950354609927,0.05555555555555555,0.7,0.43478260869565216,0.0
E. OconHaas F1 Team,0.06201550387596899,"[0.0, 0.0, 6.0, 0.0, 2.0]",0.4562647754137116,0.10648148148148148,0.4,0.43478260869565216,0.0
L. StrollAston Martin Racing,0.031007751937984496,"[4.0, 0.0, 0.0, 0.0, 0.0]",0.47754137115839246,0.06481481481481481,0.6,0.43478260869565216,6.0
Y. TsunodaRed Bull Racing,0.03875968992248062,"[4.0, 1.0, 0.0, 0.0, 0.0]",0.48699763593380613,0.046296296296296294,0.8,0.43478260869565216,0.0
P. GaslyAlpine,0.03875968992248062,"[1.0, 0.0, 0.0, 4.0, 0.0]",0.4846335697399527,0.05092592592592592,0.75,0.43478260869565216,8.0
G. BortoletoSauber,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5011820330969267,0.018518518518518517,0.9,0.43478260869565216,0.0
F. ColapintoAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5106382978723404,0.0,0.95,0.43478260869565216,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5106382978723404,0.0,1.0,0.43478260869565216,0.0
L. NorrisMcLaren,0.6666666666666666,"[18.0, 25.0, 18.0, 0.0, 25.0]",0.018912529550827423,0.9658119658119658,0.05,0.4782608695652174,24.0
M. VerstappenRed Bull Racing,0.4341085271317829,"[25.0, 12.0, 1.0, 18.0, 0.0]",0.16312056737588654,0.7051282051282052,0.1,0.4782608695652174,20.0
O. PiastriMcLaren,0.6589147286821705,"[15.0, 15.0, 25.0, 12.0, 18.0]",0.0,1.0,0.0,0.4782608695652174,32.0
G. RussellMercedes,0.4108527131782945,"[6.0, 0.0, 12.0, 25.0, 10.0]",0.20567375886524822,0.6282051282051282,0.15,0.4782608695652174,10.0
C. LeclercFerrari,0.5116279069767441,"[8.0, 18.0, 15.0, 10.0, 15.0]",0.2718676122931442,0.5085470085470085,0.2,0.4782608695652174,20.0
L. HamiltonFerrari,0.38759689922480617,"[12.0, 10.0, 8.0, 8.0, 12.0]",0.30969267139479906,0.44017094017094016,0.25,0.4782608695652174,6.0
A. AntonelliMercedes,0.11627906976744186,"[0.0, 0.0, 0.0, 15.0, 0.0]",0.40425531914893614,0.2692307692307692,0.3,0.4782608695652174,0.0
A. AlbonWilliams,0.09302325581395349,"[10.0, 2.0, 0.0, 0.0, 0.0]",0.4444444444444444,0.19658119658119658,0.35,0.4782608695652174,8.0
C. SainzWilliams,0.046511627906976744,"[4.0, 1.0, 0.0, 1.0, 0.0]",0.5224586288416075,0.05555555555555555,0.7,0.4782608695652174,3.0
F. AlonsoAston Martin Racing,0.10852713178294572,"[0.0, 0.0, 2.0, 6.0, 6.0]",0.5153664302600472,0.06837606837606838,0.65,0.4782608695652174,0.0
N. HulkenbergSauber,0.12403100775193798,"[0.0, 0.0, 10.0, 4.0, 2.0]",0.4657210401891253,0.1581196581196581,0.4,0.4782608695652174,0.0
I. HadjarRed Bull Racing,0.12403100775193798,"[2.0, 8.0, 6.0, 0.0, 0.0]",0.5035460992907801,0.08974358974358974,0.5,0.4782608695652174,1.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5390070921985816,0.02564102564102564,0.85,0.4782608695652174,2.0
L. LawsonRacing Bulls,0.09302325581395349,"[0.0, 4.0, 0.0, 0.0, 8.0]",0.524822695035461,0.05128205128205128,0.75,0.4782608695652174,4.0
E. OconHaas F1 Team,0.06976744186046512,"[0.0, 6.0, 0.0, 2.0, 1.0]",0.4988179669030733,0.09829059829059829,0.45,0.4782608695652174,4.0
L. StrollAston Martin Racing,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5059101654846335,0.08547008547008547,0.55,0.4782608695652174,0.0
Y. TsunodaRed Bull Racing,0.007751937984496124,"[1.0, 0.0, 0.0, 0.0, 0.0]",0.5295508274231678,0.042735042735042736,0.8,0.4782608695652174,0.0
P. GaslyAlpine,0.031007751937984496,"[0.0, 0.0, 4.0, 0.0, 0.0]",0.508274231678487,0.0811965811965812,0.6,0.4782608695652174,1.0
G. BortoletoSauber,0.031007751937984496,"[0.0, 0.0, 0.0, 0.0, 4.0]",0.5437352245862884,0.017094017094017096,0.9,0.4782608695652174,2.0
F. ColapintoAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5531914893617021,0.0,0.95,0.4782608695652174,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5531914893617021,0.0,1.0,0.4782608695652174,0.0
L. NorrisMcLaren,0.7209302325581396,"[25.0, 18.0, 0.0, 25.0, 25.0]",0.037825059101654845,0.9398496240601504,0.05,0.5217391304347826,25.0
M. VerstappenRed Bull Racing,0.31782945736434104,"[12.0, 1.0, 18.0, 0.0, 10.0]",0.19148936170212766,0.6954887218045113,0.1,0.5217391304347826,2.0
O. PiastriMcLaren,0.6821705426356589,"[15.0, 25.0, 12.0, 18.0, 18.0]",0.0,1.0,0.0,0.5217391304347826,18.0
G. RussellMercedes,0.37209302325581395,"[0.0, 12.0, 25.0, 10.0, 1.0]",0.2576832151300236,0.5902255639097744,0.15,0.5217391304347826,15.0
C. LeclercFerrari,0.44961240310077516,"[18.0, 15.0, 10.0, 15.0, 0.0]",0.30023640661938533,0.5225563909774437,0.2,0.5217391304347826,12.0
L. HamiltonFerrari,0.38759689922480617,"[10.0, 8.0, 8.0, 12.0, 12.0]",0.37115839243498816,0.40977443609022557,0.25,0.5217391304347826,0.0
A. AntonelliMercedes,0.11627906976744186,"[0.0, 0.0, 15.0, 0.0, 0.0]",0.4799054373522459,0.23684210526315788,0.3,0.5217391304347826,1.0
A. AlbonWilliams,0.046511627906976744,"[2.0, 0.0, 0.0, 0.0, 4.0]",0.5011820330969267,0.20300751879699247,0.35,0.5217391304347826,0.0
C. SainzWilliams,0.015503875968992248,"[1.0, 0.0, 1.0, 0.0, 0.0]",0.5910165484633569,0.06015037593984962,0.65,0.5217391304347826,0.0
F. AlonsoAston Martin Racing,0.12403100775193798,"[0.0, 2.0, 6.0, 6.0, 2.0]",0.5910165484633569,0.06015037593984962,0.7,0.5217391304347826,10.0
N. HulkenbergSauber,0.24031007751937986,"[0.0, 10.0, 4.0, 2.0, 15.0]",0.541371158392435,0.13909774436090225,0.4,0.5217391304347826,0.0
I. HadjarRed Bull Racing,0.10852713178294572,"[8.0, 6.0, 0.0, 0.0, 0.0]",0.5768321513002365,0.08270676691729323,0.5,0.5217391304347826,0.0
O. BearmanHaas F1 Team,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6099290780141844,0.03007518796992481,0.85,0.5217391304347826,0.0
L. LawsonRacing Bulls,0.09302325581395349,"[4.0, 0.0, 0.0, 8.0, 0.0]",0.5910165484633569,0.06015037593984962,0.75,0.5217391304347826,4.0
E. OconHaas F1 Team,0.06976744186046512,"[6.0, 0.0, 2.0, 1.0, 0.0]",0.5650118203309693,0.10150375939849623,0.45,0.5217391304347826,0.0
L. StrollAston Martin Racing,0.046511627906976744,"[0.0, 0.0, 0.0, 0.0, 6.0]",0.5815602836879432,0.07518796992481203,0.55,0.5217391304347826,6.0
Y. TsunodaRed Bull Racing,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6052009456264775,0.03759398496240601,0.8,0.5217391304347826,0.0
P. GaslyAlpine,0.09302325581395349,"[0.0, 4.0, 0.0, 0.0, 8.0]",0.5815602836879432,0.07518796992481203,0.6,0.5217391304347826,0.0
G. BortoletoSauber,0.031007751937984496,"[0.0, 0.0, 0.0, 4.0, 0.0]",0.6146572104018913,0.022556390977443608,0.9,0.5217391304347826,8.0
F. ColapintoAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6288416075650118,0.0,0.95,0.5217391304347826,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6288416075650118,0.0,1.0,0.5217391304347826,0.0
L. NorrisMcLaren,0.7131782945736433,"[18.0, 0.0, 25.0, 25.0, 24.0]",0.02127659574468085,0.9683098591549296,0.05,0.5652173913043478,0.0
M. VerstappenRed Bull Racing,0.3798449612403101,"[1.0, 18.0, 0.0, 10.0, 20.0]",0.2293144208037825,0.6584507042253521,0.1,0.5652173913043478,18.0
O. PiastriMcLaren,0.813953488372093,"[25.0, 12.0, 18.0, 18.0, 32.0]",0.0,1.0,0.0,0.5652173913043478,25.0
G. RussellMercedes,0.44961240310077516,"[12.0, 25.0, 10.0, 1.0, 10.0]",0.2647754137115839,0.6056338028169014,0.15,0.5652173913043478,12.0
C. LeclercFerrari,0.46511627906976744,"[15.0, 10.0, 15.0, 0.0, 20.0]",0.3144208037825059,0.5316901408450704,0.2,0.5652173913043478,0.0
L. HamiltonFerrari,0.3565891472868217,"[8.0, 8.0, 12.0, 12.0, 6.0]",0.41371158392434987,0.38380281690140844,0.25,0.5652173913043478,0.0
A. AntonelliMercedes,0.11627906976744186,"[0.0, 15.0, 0.0, 0.0, 0.0]",0.5200945626477541,0.22535211267605634,0.3,0.5652173913043478,0.0
A. AlbonWilliams,0.09302325581395349,"[0.0, 0.0, 0.0, 4.0, 8.0]",0.5437352245862884,0.19014084507042253,0.35,0.5652173913043478,10.0
C. SainzWilliams,0.031007751937984496,"[0.0, 1.0, 0.0, 0.0, 3.0]",0.6335697399527187,0.056338028169014086,0.75,0.5652173913043478,0.0
F. AlonsoAston Martin Racing,0.12403100775193798,"[2.0, 6.0, 6.0, 2.0, 0.0]",0.6099290780141844,0.09154929577464789,0.5,0.5652173913043478,4.0
N. HulkenbergSauber,0.24031007751937986,"[10.0, 4.0, 2.0, 15.0, 0.0]",0.5839243498817966,0.13028169014084506,0.4,0.5652173913043478,0.0
I. HadjarRed Bull Racing,0.05426356589147286,"[6.0, 0.0, 0.0, 0.0, 1.0]",0.6193853427895981,0.07746478873239436,0.6,0.5652173913043478,15.0
O. BearmanHaas F1 Team,0.015503875968992248,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.6524822695035462,0.028169014084507043,0.9,0.5652173913043478,8.0
L. LawsonRacing Bulls,0.09302325581395349,"[0.0, 0.0, 8.0, 0.0, 4.0]",0.624113475177305,0.07042253521126761,0.65,0.5652173913043478,0.0
E. OconHaas F1 Team,0.05426356589147286,"[0.0, 2.0, 1.0, 0.0, 4.0]",0.607565011820331,0.09507042253521127,0.45,0.5652173913043478,1.0
L. StrollAston Martin Racing,0.046511627906976744,"[0.0, 0.0, 0.0, 6.0, 0.0]",0.6099290780141844,0.09154929577464789,0.55,0.5652173913043478,6.0
Y. TsunodaRed Bull Racing,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6477541371158393,0.035211267605633804,0.85,0.5652173913043478,2.0
P. GaslyAlpine,0.10077519379844961,"[4.0, 0.0, 0.0, 8.0, 1.0]",0.624113475177305,0.07042253521126761,0.7,0.5652173913043478,0.0
G. BortoletoSauber,0.046511627906976744,"[0.0, 0.0, 4.0, 0.0, 2.0]",0.6382978723404256,0.04929577464788732,0.8,0.5652173913043478,0.0
F. ColapintoAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6713947990543735,0.0,0.95,0.5652173913043478,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.6713947990543735,0.0,1.0,0.5652173913043478,0.0
L. NorrisMcLaren,0.7674418604651163,"[0.0, 25.0, 25.0, 24.0, 25.0]",0.08037825059101655,0.889967637540453,0.05,0.6086956521739131,18.0
M. VerstappenRed Bull Racing,0.38759689922480617,"[18.0, 0.0, 10.0, 20.0, 2.0]",0.2458628841607565,0.6634304207119741,0.1,0.6086956521739131,25.0
O. PiastriMcLaren,0.7596899224806202,"[12.0, 18.0, 18.0, 32.0, 18.0]",0.0,1.0,0.0,0.6086956521739131,15.0
G. RussellMercedes,0.4728682170542635,"[25.0, 10.0, 1.0, 10.0, 15.0]",0.29550827423167847,0.5954692556634305,0.15,0.6086956521739131,10.0
C. LeclercFerrari,0.4418604651162791,"[10.0, 15.0, 0.0, 20.0, 12.0]",0.3735224586288416,0.4886731391585761,0.2,0.6086956521739131,12.0
L. HamiltonFerrari,0.2945736434108527,"[8.0, 12.0, 12.0, 6.0, 0.0]",0.4728132387706856,0.35275080906148865,0.25,0.6086956521739131,8.0
A. AntonelliMercedes,0.12403100775193798,"[15.0, 0.0, 0.0, 0.0, 1.0]",0.5791962174940898,0.20711974110032363,0.3,0.6086956521739131,2.0
A. AlbonWilliams,0.09302325581395349,"[0.0, 0.0, 4.0, 8.0, 0.0]",0.5791962174940898,0.20711974110032363,0.35,0.6086956521739131,6.0
C. SainzWilliams,0.031007751937984496,"[1.0, 0.0, 0.0, 3.0, 0.0]",0.6926713947990544,0.05177993527508091,0.75,0.6086956521739131,0.0
F. AlonsoAston Martin Racing,0.18604651162790697,"[6.0, 6.0, 2.0, 0.0, 10.0]",0.6595744680851063,0.0970873786407767,0.55,0.6086956521739131,0.0
N. HulkenbergSauber,0.16279069767441862,"[4.0, 2.0, 15.0, 0.0, 0.0]",0.6430260047281324,0.11974110032362459,0.4,0.6086956521739131,0.0
I. HadjarRed Bull Racing,0.007751937984496124,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.6430260047281324,0.11974110032362459,0.45,0.6086956521739131,1.0
O. BearmanHaas F1 Team,0.015503875968992248,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.6926713947990544,0.05177993527508091,0.8,0.6086956521739131,0.0
L. LawsonRacing Bulls,0.12403100775193798,"[0.0, 8.0, 0.0, 4.0, 4.0]",0.6832151300236406,0.06472491909385113,0.65,0.6086956521739131,0.0
E. OconHaas F1 Team,0.05426356589147286,"[2.0, 1.0, 0.0, 4.0, 0.0]",0.6643026004728132,0.09061488673139159,0.6,0.6086956521739131,0.0
L. StrollAston Martin Racing,0.09302325581395349,"[0.0, 0.0, 6.0, 0.0, 6.0]",0.6548463356973995,0.10355987055016182,0.5,0.6086956521739131,0.0
Y. TsunodaRed Bull Racing,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7021276595744681,0.038834951456310676,0.9,0.6086956521739131,0.0
P. GaslyAlpine,0.06976744186046512,"[0.0, 0.0, 8.0, 1.0, 0.0]",0.6832151300236406,0.06472491909385113,0.7,0.6086956521739131,0.0
G. BortoletoSauber,0.10852713178294572,"[0.0, 4.0, 0.0, 2.0, 8.0]",0.6973995271867612,0.045307443365695796,0.85,0.6086956521739131,4.0
F. ColapintoAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7304964539007093,0.0,0.95,0.6086956521739131,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7304964539007093,0.0,1.0,0.6086956521739131,0.0
L. NorrisMcLaren,0.7674418604651163,"[25.0, 25.0, 24.0, 25.0, 0.0]",0.07328605200945626,0.904320987654321,0.05,0.6521739130434783,6.0
M. VerstappenRed Bull Racing,0.38759689922480617,"[0.0, 10.0, 20.0, 2.0, 18.0]",0.2222222222222222,0.7098765432098766,0.1,0.6521739130434783,25.0
O. PiastriMcLaren,0.8604651162790697,"[18.0, 18.0, 32.0, 18.0, 25.0]",0.0,1.0,0.0,0.6521739130434783,0.0
G. RussellMercedes,0.37209302325581395,"[10.0, 1.0, 10.0, 15.0, 12.0]",0.3073286052009456,0.5987654320987654,0.15,0.6521739130434783,18.0
C. LeclercFerrari,0.3643410852713178,"[15.0, 0.0, 20.0, 12.0, 0.0]",0.3806146572104019,0.5030864197530864,0.2,0.6521739130434783,2.0
L. HamiltonFerrari,0.23255813953488372,"[12.0, 12.0, 6.0, 0.0, 0.0]",0.48936170212765956,0.3611111111111111,0.25,0.6521739130434783,4.0
A. AntonelliMercedes,0.007751937984496124,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.6099290780141844,0.2037037037037037,0.35,0.6521739130434783,12.0
A. AlbonWilliams,0.17054263565891473,"[0.0, 4.0, 8.0, 0.0, 10.0]",0.6004728132387707,0.21604938271604937,0.3,0.6521739130434783,0.0
C. SainzWilliams,0.023255813953488372,"[0.0, 0.0, 3.0, 0.0, 0.0]",0.7281323877068558,0.04938271604938271,0.8,0.6521739130434783,15.0
F. AlonsoAston Martin Racing,0.17054263565891473,"[6.0, 2.0, 0.0, 10.0, 4.0]",0.6950354609929078,0.09259259259259259,0.55,0.6521739130434783,0.0
N. HulkenbergSauber,0.1317829457364341,"[2.0, 15.0, 0.0, 0.0, 0.0]",0.6784869976359338,0.11419753086419752,0.45,0.6521739130434783,0.0
I. HadjarRed Bull Racing,0.12403100775193798,"[0.0, 0.0, 1.0, 0.0, 15.0]",0.6761229314420804,0.11728395061728394,0.4,0.6521739130434783,1.0
O. BearmanHaas F1 Team,0.07751937984496124,"[0.0, 0.0, 2.0, 0.0, 8.0]",0.7281323877068558,0.04938271604938271,0.85,0.6521739130434783,0.0
L. LawsonRacing Bulls,0.12403100775193798,"[8.0, 0.0, 4.0, 4.0, 0.0]",0.7186761229314421,0.06172839506172839,0.65,0.6521739130434783,10.0
E. OconHaas F1 Team,0.046511627906976744,"[1.0, 0.0, 4.0, 0.0, 1.0]",0.6997635933806147,0.08641975308641975,0.6,0.6521739130434783,0.0
L. StrollAston Martin Racing,0.13953488372093023,"[0.0, 6.0, 0.0, 6.0, 6.0]",0.6903073286052009,0.09876543209876543,0.5,0.6521739130434783,0.0
Y. TsunodaRed Bull Racing,0.015503875968992248,"[0.0, 0.0, 0.0, 0.0, 2.0]",0.7375886524822695,0.037037037037037035,0.9,0.6521739130434783,8.0
P. GaslyAlpine,0.06976744186046512,"[0.0, 8.0, 1.0, 0.0, 0.0]",0.7186761229314421,0.06172839506172839,0.7,0.6521739130434783,0.0
G. BortoletoSauber,0.10852713178294572,"[4.0, 0.0, 2.0, 8.0, 0.0]",0.723404255319149,0.05555555555555555,0.75,0.6521739130434783,0.0
F. ColapintoAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7659574468085106,0.0,0.95,0.6521739130434783,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7659574468085106,0.0,1.0,0.6521739130434783,0.0
L. NorrisMcLaren,0.7131782945736433,"[25.0, 24.0, 25.0, 0.0, 18.0]",0.0591016548463357,0.9228395061728395,0.05,0.6956521739130435,15.0
M. VerstappenRed Bull Racing,0.5813953488372093,"[10.0, 20.0, 2.0, 18.0, 25.0]",0.16312056737588654,0.7870370370370371,0.1,0.6956521739130435,18.0
O. PiastriMcLaren,0.8372093023255814,"[18.0, 32.0, 18.0, 25.0, 15.0]",0.0,1.0,0.0,0.6956521739130435,12.0
G. RussellMercedes,0.37209302325581395,"[1.0, 10.0, 15.0, 12.0, 10.0]",0.2647754137115839,0.654320987654321,0.15,0.6956521739130435,25.0
C. LeclercFerrari,0.34108527131782945,"[0.0, 20.0, 12.0, 0.0, 12.0]",0.375886524822695,0.5092592592592593,0.2,0.6956521739130435,8.0
L. HamiltonFerrari,0.20155038759689922,"[12.0, 6.0, 0.0, 0.0, 8.0]",0.4799054373522459,0.3734567901234568,0.25,0.6956521739130435,4.0
A. AntonelliMercedes,0.023255813953488372,"[0.0, 0.0, 1.0, 0.0, 2.0]",0.5815602836879432,0.24074074074074073,0.3,0.6956521739130435,10.0
A. AlbonWilliams,0.21705426356589144,"[4.0, 8.0, 0.0, 10.0, 6.0]",0.6004728132387707,0.21604938271604937,0.35,0.6956521739130435,0.0
C. SainzWilliams,0.023255813953488372,"[0.0, 3.0, 0.0, 0.0, 0.0]",0.6926713947990544,0.09567901234567901,0.55,0.6956521739130435,1.0
F. AlonsoAston Martin Racing,0.12403100775193798,"[2.0, 0.0, 10.0, 4.0, 0.0]",0.6950354609929078,0.09259259259259259,0.6,0.6956521739130435,6.0
N. HulkenbergSauber,0.11627906976744186,"[15.0, 0.0, 0.0, 0.0, 0.0]",0.6784869976359338,0.11419753086419752,0.45,0.6956521739130435,0.0
I. HadjarRed Bull Racing,0.1317829457364341,"[0.0, 1.0, 0.0, 15.0, 1.0]",0.6737588652482269,0.12037037037037036,0.4,0.6956521739130435,0.0
O. BearmanHaas F1 Team,0.07751937984496124,"[0.0, 2.0, 0.0, 8.0, 0.0]",0.7281323877068558,0.04938271604938271,0.9,0.6956521739130435,2.0
L. LawsonRacing Bulls,0.06201550387596899,"[0.0, 4.0, 4.0, 0.0, 0.0]",0.6950354609929078,0.09259259259259259,0.65,0.6956521739130435,0.0
E. OconHaas F1 Team,0.03875968992248062,"[0.0, 4.0, 0.0, 1.0, 0.0]",0.6997635933806147,0.08641975308641975,0.7,0.6956521739130435,0.0
L. StrollAston Martin Racing,0.13953488372093023,"[6.0, 0.0, 6.0, 6.0, 0.0]",0.6903073286052009,0.09876543209876543,0.5,0.6956521739130435,0.0
Y. TsunodaRed Bull Racing,0.015503875968992248,"[0.0, 0.0, 0.0, 2.0, 0.0]",0.7186761229314421,0.06172839506172839,0.75,0.6956521739130435,0.0
P. GaslyAlpine,0.06976744186046512,"[8.0, 1.0, 0.0, 0.0, 0.0]",0.7186761229314421,0.06172839506172839,0.8,0.6956521739130435,0.0
G. BortoletoSauber,0.10852713178294572,"[0.0, 2.0, 8.0, 0.0, 4.0]",0.723404255319149,0.05555555555555555,0.85,0.6956521739130435,0.0
F. ColapintoAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7659574468085106,0.0,0.95,0.6956521739130435,0.0
J. DoohanAlpine,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.7659574468085106,0.0,1.0,0.6956521739130435,0.0
L. NorrisMcLaren,0.5658914728682171,"[24.0, 25.0, 0.0, 18.0, 6.0]",0.05200945626477541,0.9345238095238095,0.05,0.7391304347826086,18.0
M. VerstappenRed Bull Racing,0.6976744186046512,"[20.0, 2.0, 18.0, 25.0, 25.0]",0.14893617021276595,0.8125,0.1,0.7391304347826086,33.0
O. PiastriMcLaren,0.6976744186046512,"[32.0, 18.0, 25.0, 15.0, 0.0]",0.0,1.0,0.0,0.7391304347826086,10.0
G. RussellMercedes,0.5038759689922481,"[10.0, 15.0, 12.0, 10.0, 18.0]",0.23404255319148937,0.7053571428571429,0.15,0.7391304347826086,15.0
C. LeclercFerrari,0.3565891472868217,"[20.0, 12.0, 0.0, 12.0, 2.0]",0.38534278959810875,0.5148809523809523,0.2,0.7391304347826086,19.0
L. HamiltonFerrari,0.13953488372093023,"[6.0, 0.0, 0.0, 8.0, 4.0]",0.4988179669030733,0.37202380952380953,0.25,0.7391304347826086,17.0
A. AntonelliMercedes,0.11627906976744186,"[0.0, 1.0, 0.0, 2.0, 12.0]",0.5862884160756501,0.2619047619047619,0.3,0.7391304347826086,1.0
